chrom	start	end	direction	depth	sample	totalCoverage
Pf3D7_09_v3	1175700	1175838	for	791	xV02	FALSE
Pf3D7_09_v3	1178902	1179069	for	0	xV04	FALSE
Pf3D7_09_v3	1178902	1179069	for	18	xV01	FALSE
Pf3D7_09_v3	1178902	1179069	for	18	xV06	FALSE
Pf3D7_09_v3	1178902	1179069	for	22	xV02	FALSE
Pf3D7_09_v3	1178902	1179069	for	25	xV05	FALSE
Pf3D7_09_v3	1178902	1179069	for	7	xV03	FALSE
Pf3D7_09_v3	1202648	1202826	for	0	xV01	FALSE
Pf3D7_09_v3	1202648	1202826	for	0	xV05	FALSE
Pf3D7_09_v3	1202648	1202826	for	0	xV06	FALSE
Pf3D7_09_v3	1202648	1202826	for	16	xV02	FALSE
Pf3D7_09_v3	1202648	1202826	for	19	xV04	FALSE
Pf3D7_09_v3	1202648	1202826	for	75	xV03	FALSE
Pf3D7_09_v3	1406464	1406492	for	0	xV01	FALSE
Pf3D7_09_v3	1406464	1406492	for	0	xV04	FALSE
Pf3D7_09_v3	1406464	1406492	for	0	xV05	FALSE
Pf3D7_09_v3	1406464	1406492	for	1	xV06	FALSE
Pf3D7_09_v3	1406464	1406492	for	25	xV02	FALSE
Pf3D7_09_v3	1406464	1406492	for	90	xV03	FALSE
Pf3D7_09_v3	1437120	1437289	rev	0	xV04	FALSE
Pf3D7_09_v3	1437120	1437289	rev	0	xV05	FALSE
Pf3D7_09_v3	1437120	1437289	rev	0	xV06	FALSE
Pf3D7_09_v3	1437120	1437289	rev	13	xV03	FALSE
Pf3D7_09_v3	1437120	1437289	rev	27	xV02	FALSE
Pf3D7_09_v3	1437120	1437289	rev	64	xV01	FALSE
Pf3D7_09_v3	149415	149416	for	105	xV03	FALSE
Pf3D7_09_v3	149415	149416	for	14	xV02	FALSE
Pf3D7_09_v3	149415	149416	for	1	xV01	FALSE
Pf3D7_09_v3	149415	149416	for	24	xV05	FALSE
Pf3D7_09_v3	149415	149416	for	39	xV06	FALSE
Pf3D7_09_v3	149415	149416	for	72	xV04	FALSE
Pf3D7_09_v3	168612	168658	for	107	xV06	FALSE
Pf3D7_09_v3	168612	168658	for	170	xV03	FALSE
Pf3D7_09_v3	168612	168658	for	3	xV05	FALSE
Pf3D7_09_v3	168612	168658	for	403	xV01	FALSE
Pf3D7_09_v3	168612	168658	for	57	xV02	FALSE
Pf3D7_09_v3	168612	168658	for	6	xV04	FALSE
Pf3D7_09_v3	200646	200797	rev	104	xV03	FALSE
Pf3D7_09_v3	200646	200797	rev	116	xV06	FALSE
Pf3D7_09_v3	200646	200797	rev	121	xV01	FALSE
Pf3D7_09_v3	200646	200797	rev	144	xV05	FALSE
Pf3D7_09_v3	200646	200797	rev	77	xV04	FALSE
Pf3D7_09_v3	200646	200797	rev	97	xV02	FALSE
Pf3D7_09_v3	202902	203070	rev	120	xV01	FALSE
Pf3D7_09_v3	202902	203070	rev	55	xV03	FALSE
Pf3D7_09_v3	202902	203070	rev	55	xV06	FALSE
Pf3D7_09_v3	202902	203070	rev	65	xV02	FALSE
Pf3D7_09_v3	202902	203070	rev	65	xV04	FALSE
Pf3D7_09_v3	202902	203070	rev	76	xV05	FALSE
Pf3D7_09_v3	203855	203959	rev	0	xV03	FALSE
Pf3D7_09_v3	203855	203959	rev	113	xV05	FALSE
Pf3D7_09_v3	203855	203959	rev	146	xV06	FALSE
Pf3D7_09_v3	203855	203959	rev	26	xV02	FALSE
Pf3D7_09_v3	203855	203959	rev	5	xV01	FALSE
Pf3D7_09_v3	203855	203959	rev	65	xV04	FALSE
Pf3D7_09_v3	271023	271035	rev	0	xV01	FALSE
Pf3D7_09_v3	271023	271035	rev	0	xV02	FALSE
Pf3D7_09_v3	271023	271035	rev	0	xV04	FALSE
Pf3D7_09_v3	271023	271035	rev	19	xV05	FALSE
Pf3D7_09_v3	271023	271035	rev	25	xV06	FALSE
Pf3D7_09_v3	271023	271035	rev	42	xV03	FALSE
Pf3D7_09_v3	283758	283868	for	1388	xV03	FALSE
Pf3D7_09_v3	283758	283868	for	532	xV06	FALSE
Pf3D7_09_v3	283758	283868	for	643	xV04	FALSE
Pf3D7_09_v3	283758	283868	for	728	xV01	FALSE
Pf3D7_09_v3	283758	283868	for	851	xV02	FALSE
Pf3D7_09_v3	283758	283868	for	951	xV05	FALSE
Pf3D7_09_v3	512738	512892	for	1344	xV06	FALSE
Pf3D7_09_v3	512738	512892	for	1682	xV02	FALSE
Pf3D7_09_v3	512738	512892	for	246	xV04	FALSE
Pf3D7_09_v3	512738	512892	for	726	xV05	FALSE
Pf3D7_09_v3	512738	512892	for	871	xV03	FALSE
Pf3D7_09_v3	512738	512892	for	927	xV01	FALSE
Pf3D7_09_v3	516977	517032	for	206	xV03	FALSE
Pf3D7_09_v3	516977	517032	for	22	xV06	FALSE
Pf3D7_09_v3	516977	517032	for	28	xV04	FALSE
Pf3D7_09_v3	516977	517032	for	350	xV02	FALSE
Pf3D7_09_v3	516977	517032	for	513	xV01	FALSE
Pf3D7_09_v3	516977	517032	for	64	xV05	FALSE
Pf3D7_09_v3	550119	550245	rev	1274	xV01	FALSE
Pf3D7_09_v3	550119	550245	rev	1609	xV02	FALSE
Pf3D7_09_v3	550119	550245	rev	461	xV05	FALSE
Pf3D7_09_v3	550119	550245	rev	466	xV04	FALSE
Pf3D7_09_v3	550119	550245	rev	839	xV06	FALSE
Pf3D7_09_v3	550119	550245	rev	856	xV03	FALSE
Pf3D7_09_v3	596266	596332	rev	100	xV01	FALSE
Pf3D7_09_v3	596266	596332	rev	164	xV06	FALSE
Pf3D7_09_v3	596266	596332	rev	205	xV05	FALSE
Pf3D7_09_v3	596266	596332	rev	212	xV04	FALSE
Pf3D7_09_v3	596266	596332	rev	242	xV02	FALSE
Pf3D7_09_v3	596266	596332	rev	246	xV03	FALSE
Pf3D7_09_v3	597896	597966	for	11	xV04	FALSE
Pf3D7_09_v3	597896	597966	for	25	xV05	FALSE
Pf3D7_09_v3	597896	597966	for	2	xV02	FALSE
Pf3D7_09_v3	597896	597966	for	37	xV03	FALSE
Pf3D7_09_v3	597896	597966	for	5	xV01	FALSE
Pf3D7_09_v3	597896	597966	for	5	xV06	FALSE
Pf3D7_09_v3	653224	653234	rev	0	xV02	FALSE
Pf3D7_09_v3	653224	653234	rev	0	xV03	FALSE
Pf3D7_09_v3	653224	653234	rev	0	xV04	FALSE
Pf3D7_09_v3	653224	653234	rev	0	xV05	FALSE
Pf3D7_09_v3	653224	653234	rev	0	xV06	FALSE
Pf3D7_09_v3	653224	653234	rev	46	xV01	FALSE
Pf3D7_09_v3	685625	685692	for	1309	xV04	FALSE
Pf3D7_09_v3	685625	685692	for	1999	xV05	FALSE
Pf3D7_09_v3	685625	685692	for	2097	xV01	FALSE
Pf3D7_09_v3	685625	685692	for	2278	xV02	FALSE
Pf3D7_09_v3	685625	685692	for	3179	xV03	FALSE
Pf3D7_09_v3	685625	685692	for	3919	xV06	FALSE
Pf3D7_09_v3	849972	850148	for	144	xV04	FALSE
Pf3D7_09_v3	849972	850148	for	1502	xV06	FALSE
Pf3D7_09_v3	849972	850148	for	197	xV05	FALSE
Pf3D7_09_v3	849972	850148	for	558	xV02	FALSE
Pf3D7_09_v3	849972	850148	for	764	xV03	FALSE
Pf3D7_09_v3	849972	850148	for	899	xV01	FALSE
Pf3D7_09_v3	917212	917264	for	123	xV03	FALSE
Pf3D7_09_v3	917212	917264	for	18	xV04	FALSE
Pf3D7_09_v3	917212	917264	for	246	xV06	FALSE
Pf3D7_09_v3	917212	917264	for	27	xV01	FALSE
Pf3D7_09_v3	917212	917264	for	31	xV02	FALSE
Pf3D7_09_v3	917212	917264	for	57	xV05	FALSE
Pf3D7_09_v3	974269	974291	for	124	xV02	FALSE
Pf3D7_09_v3	974269	974291	for	398	xV06	FALSE
Pf3D7_09_v3	974269	974291	for	76	xV05	FALSE
Pf3D7_09_v3	974269	974291	for	89	xV04	FALSE
Pf3D7_09_v3	974269	974291	for	90	xV01	FALSE
Pf3D7_09_v3	974269	974291	for	92	xV03	FALSE
Pf3D7_10_v3	115450	115451	for	115	xV02	FALSE
Pf3D7_10_v3	115450	115451	for	125	xV03	FALSE
Pf3D7_10_v3	115450	115451	for	19	xV05	FALSE
Pf3D7_10_v3	115450	115451	for	25	xV04	FALSE
Pf3D7_10_v3	115450	115451	for	33	xV06	FALSE
Pf3D7_10_v3	115450	115451	for	6	xV01	FALSE
Pf3D7_10_v3	1172278	1172282	rev	2489	xV04	FALSE
Pf3D7_10_v3	1172278	1172282	rev	4303	xV06	FALSE
Pf3D7_10_v3	1172278	1172282	rev	4405	xV05	FALSE
Pf3D7_10_v3	1172278	1172282	rev	5035	xV03	FALSE
Pf3D7_10_v3	1172278	1172282	rev	5324	xV02	FALSE
Pf3D7_10_v3	1172278	1172282	rev	6970	xV01	FALSE
Pf3D7_10_v3	1189292	1189453	rev	364	xV06	FALSE
Pf3D7_10_v3	1189292	1189453	rev	403	xV04	FALSE
Pf3D7_10_v3	1189292	1189453	rev	539	xV03	FALSE
Pf3D7_10_v3	1189292	1189453	rev	624	xV01	FALSE
Pf3D7_10_v3	1189292	1189453	rev	633	xV05	FALSE
Pf3D7_10_v3	1189292	1189453	rev	919	xV02	FALSE
Pf3D7_10_v3	1267954	1268112	for	114	xV03	FALSE
Pf3D7_10_v3	1267954	1268112	for	135	xV01	FALSE
Pf3D7_10_v3	1267954	1268112	for	224	xV04	FALSE
Pf3D7_10_v3	1267954	1268112	for	238	xV02	FALSE
Pf3D7_10_v3	1267954	1268112	for	374	xV05	FALSE
Pf3D7_10_v3	1267954	1268112	for	698	xV06	FALSE
Pf3D7_10_v3	1322929	1322934	for	1195	xV05	FALSE
Pf3D7_10_v3	1322929	1322934	for	1346	xV03	FALSE
Pf3D7_10_v3	1322929	1322934	for	2225	xV02	FALSE
Pf3D7_10_v3	1322929	1322934	for	2294	xV01	FALSE
Pf3D7_10_v3	1322929	1322934	for	2918	xV06	FALSE
Pf3D7_10_v3	1322929	1322934	for	827	xV04	FALSE
Pf3D7_10_v3	1377069	1377186	rev	135	xV06	FALSE
Pf3D7_10_v3	1377069	1377186	rev	54	xV04	FALSE
Pf3D7_10_v3	1377069	1377186	rev	75	xV05	FALSE
Pf3D7_10_v3	1377069	1377186	rev	78	xV01	FALSE
Pf3D7_10_v3	1377069	1377186	rev	79	xV03	FALSE
Pf3D7_10_v3	1377069	1377186	rev	86	xV02	FALSE
Pf3D7_10_v3	1386702	1386867	rev	146	xV05	FALSE
Pf3D7_10_v3	1386702	1386867	rev	199	xV01	FALSE
Pf3D7_10_v3	1386702	1386867	rev	203	xV06	FALSE
Pf3D7_10_v3	1386702	1386867	rev	268	xV03	FALSE
Pf3D7_10_v3	1386702	1386867	rev	53	xV02	FALSE
Pf3D7_10_v3	1386702	1386867	rev	74	xV04	FALSE
Pf3D7_10_v3	1389265	1389367	rev	106	xV05	FALSE
Pf3D7_10_v3	1389265	1389367	rev	107	xV03	FALSE
Pf3D7_10_v3	1389265	1389367	rev	108	xV06	FALSE
Pf3D7_10_v3	1389265	1389367	rev	210	xV01	FALSE
Pf3D7_10_v3	1389265	1389367	rev	34	xV04	FALSE
Pf3D7_10_v3	1389265	1389367	rev	64	xV02	FALSE
Pf3D7_10_v3	1391942	1392117	for	0	xV01	FALSE
Pf3D7_10_v3	1391942	1392117	for	0	xV02	FALSE
Pf3D7_10_v3	1391942	1392117	for	0	xV04	FALSE
Pf3D7_10_v3	1391942	1392117	for	0	xV05	FALSE
Pf3D7_10_v3	1391942	1392117	for	1	xV06	FALSE
Pf3D7_10_v3	1391942	1392117	for	67	xV03	FALSE
Pf3D7_10_v3	1399579	1399681	for	0	xV01	FALSE
Pf3D7_10_v3	1399579	1399681	for	0	xV02	FALSE
Pf3D7_10_v3	1399579	1399681	for	0	xV03	FALSE
Pf3D7_10_v3	1399579	1399681	for	0	xV04	FALSE
Pf3D7_10_v3	1399579	1399681	for	0	xV05	FALSE
Pf3D7_10_v3	1399579	1399681	for	0	xV06	FALSE
Pf3D7_10_v3	1414633	1414701	for	15	xV03	FALSE
Pf3D7_10_v3	1414633	1414701	for	195	xV06	FALSE
Pf3D7_10_v3	1414633	1414701	for	24	xV02	FALSE
Pf3D7_10_v3	1414633	1414701	for	28	xV01	FALSE
Pf3D7_10_v3	1414633	1414701	for	6	xV04	FALSE
Pf3D7_10_v3	1414633	1414701	for	70	xV05	FALSE
Pf3D7_10_v3	1432630	1432788	for	0	xV01	FALSE
Pf3D7_10_v3	1432630	1432788	for	0	xV02	FALSE
Pf3D7_10_v3	1432630	1432788	for	0	xV03	FALSE
Pf3D7_10_v3	1432630	1432788	for	0	xV04	FALSE
Pf3D7_10_v3	1432630	1432788	for	4	xV05	FALSE
Pf3D7_10_v3	1432630	1432788	for	5	xV06	FALSE
Pf3D7_10_v3	1433964	1434129	for	0	xV01	FALSE
Pf3D7_10_v3	1433964	1434129	for	0	xV03	FALSE
Pf3D7_10_v3	1433964	1434129	for	0	xV04	FALSE
Pf3D7_10_v3	1433964	1434129	for	0	xV05	FALSE
Pf3D7_10_v3	1433964	1434129	for	0	xV06	FALSE
Pf3D7_10_v3	1433964	1434129	for	8	xV02	FALSE
Pf3D7_10_v3	1436483	1436678	for	0	xV01	FALSE
Pf3D7_10_v3	1436483	1436678	for	0	xV03	FALSE
Pf3D7_10_v3	1436483	1436678	for	0	xV04	FALSE
Pf3D7_10_v3	1436483	1436678	for	0	xV05	FALSE
Pf3D7_10_v3	1436483	1436678	for	0	xV06	FALSE
Pf3D7_10_v3	1436483	1436678	for	33	xV02	FALSE
Pf3D7_10_v3	1439012	1439190	for	0	xV01	FALSE
Pf3D7_10_v3	1439012	1439190	for	0	xV02	FALSE
Pf3D7_10_v3	1439012	1439190	for	0	xV03	FALSE
Pf3D7_10_v3	1439012	1439190	for	0	xV04	FALSE
Pf3D7_10_v3	1439012	1439190	for	0	xV05	FALSE
Pf3D7_10_v3	1439012	1439190	for	0	xV06	FALSE
Pf3D7_10_v3	217684	217875	for	1007	xV03	FALSE
Pf3D7_10_v3	217684	217875	for	1297	xV02	FALSE
Pf3D7_10_v3	217684	217875	for	1364	xV01	FALSE
Pf3D7_10_v3	217684	217875	for	1391	xV06	FALSE
Pf3D7_10_v3	217684	217875	for	619	xV04	FALSE
Pf3D7_10_v3	217684	217875	for	697	xV05	FALSE
Pf3D7_10_v3	233479	233558	rev	143	xV04	FALSE
Pf3D7_10_v3	233479	233558	rev	250	xV06	FALSE
Pf3D7_10_v3	233479	233558	rev	268	xV05	FALSE
Pf3D7_10_v3	233479	233558	rev	319	xV02	FALSE
Pf3D7_10_v3	233479	233558	rev	357	xV03	FALSE
Pf3D7_10_v3	233479	233558	rev	408	xV01	FALSE
Pf3D7_10_v3	240451	240617	rev	138	xV02	FALSE
Pf3D7_10_v3	240451	240617	rev	161	xV01	FALSE
Pf3D7_10_v3	240451	240617	rev	225	xV04	FALSE
Pf3D7_10_v3	240451	240617	rev	261	xV05	FALSE
Pf3D7_10_v3	240451	240617	rev	314	xV03	FALSE
Pf3D7_10_v3	240451	240617	rev	361	xV06	FALSE
Pf3D7_10_v3	377098	377206	for	112	xV04	FALSE
Pf3D7_10_v3	377098	377206	for	252	xV05	FALSE
Pf3D7_10_v3	377098	377206	for	281	xV02	FALSE
Pf3D7_10_v3	377098	377206	for	408	xV03	FALSE
Pf3D7_10_v3	377098	377206	for	425	xV01	FALSE
Pf3D7_10_v3	377098	377206	for	69	xV06	FALSE
Pf3D7_10_v3	425197	425310	rev	162	xV06	FALSE
Pf3D7_10_v3	425197	425310	rev	258	xV02	FALSE
Pf3D7_10_v3	425197	425310	rev	301	xV05	FALSE
Pf3D7_10_v3	425197	425310	rev	461	xV03	FALSE
Pf3D7_10_v3	425197	425310	rev	48	xV04	FALSE
Pf3D7_10_v3	425197	425310	rev	614	xV01	FALSE
Pf3D7_10_v3	444063	444147	rev	0	xV01	FALSE
Pf3D7_10_v3	444063	444147	rev	0	xV02	FALSE
Pf3D7_10_v3	444063	444147	rev	0	xV04	FALSE
Pf3D7_10_v3	444063	444147	rev	0	xV05	FALSE
Pf3D7_10_v3	444063	444147	rev	3	xV06	FALSE
Pf3D7_10_v3	444063	444147	rev	80	xV03	FALSE
Pf3D7_10_v3	455334	455482	for	108	xV04	FALSE
Pf3D7_10_v3	455334	455482	for	121	xV06	FALSE
Pf3D7_10_v3	455334	455482	for	124	xV03	FALSE
Pf3D7_10_v3	455334	455482	for	197	xV01	FALSE
Pf3D7_10_v3	455334	455482	for	83	xV02	FALSE
Pf3D7_10_v3	455334	455482	for	93	xV05	FALSE
Pf3D7_10_v3	548741	548780	rev	109	xV01	FALSE
Pf3D7_10_v3	548741	548780	rev	110	xV04	FALSE
Pf3D7_10_v3	548741	548780	rev	201	xV02	FALSE
Pf3D7_10_v3	548741	548780	rev	34	xV03	FALSE
Pf3D7_10_v3	548741	548780	rev	38	xV05	FALSE
Pf3D7_10_v3	548741	548780	rev	473	xV06	FALSE
Pf3D7_10_v3	657230	657261	rev	181	xV01	FALSE
Pf3D7_10_v3	657230	657261	rev	1	xV06	FALSE
Pf3D7_10_v3	657230	657261	rev	23	xV02	FALSE
Pf3D7_10_v3	657230	657261	rev	41	xV03	FALSE
Pf3D7_10_v3	657230	657261	rev	4	xV04	FALSE
Pf3D7_10_v3	657230	657261	rev	6	xV05	FALSE
Pf3D7_10_v3	74716	74855	rev	102	xV03	FALSE
Pf3D7_10_v3	74716	74855	rev	116	xV01	FALSE
Pf3D7_10_v3	74716	74855	rev	12	xV04	FALSE
Pf3D7_10_v3	74716	74855	rev	169	xV05	FALSE
Pf3D7_10_v3	74716	74855	rev	320	xV02	FALSE
Pf3D7_10_v3	74716	74855	rev	46	xV06	FALSE
Pf3D7_10_v3	821898	821899	for	13	xV04	FALSE
Pf3D7_10_v3	821898	821899	for	16	xV03	FALSE
Pf3D7_10_v3	821898	821899	for	25	xV01	FALSE
Pf3D7_10_v3	821898	821899	for	26	xV02	FALSE
Pf3D7_10_v3	821898	821899	for	3	xV06	FALSE
Pf3D7_10_v3	821898	821899	for	77	xV05	FALSE
Pf3D7_10_v3	87115	87272	rev	116	xV03	FALSE
Pf3D7_10_v3	87115	87272	rev	127	xV01	FALSE
Pf3D7_10_v3	87115	87272	rev	24	xV02	FALSE
Pf3D7_10_v3	87115	87272	rev	41	xV06	FALSE
Pf3D7_10_v3	87115	87272	rev	51	xV05	FALSE
Pf3D7_10_v3	87115	87272	rev	62	xV04	FALSE
Pf3D7_10_v3	92811	92927	rev	181	xV04	FALSE
Pf3D7_10_v3	92811	92927	rev	424	xV02	FALSE
Pf3D7_10_v3	92811	92927	rev	485	xV05	FALSE
Pf3D7_10_v3	92811	92927	rev	628	xV06	FALSE
Pf3D7_10_v3	92811	92927	rev	641	xV03	FALSE
Pf3D7_10_v3	92811	92927	rev	699	xV01	FALSE
Pf3D7_10_v3	992434	992490	for	131	xV06	FALSE
Pf3D7_10_v3	992434	992490	for	201	xV02	FALSE
Pf3D7_10_v3	992434	992490	for	220	xV01	FALSE
Pf3D7_10_v3	992434	992490	for	22	xV04	FALSE
Pf3D7_10_v3	992434	992490	for	258	xV03	FALSE
Pf3D7_10_v3	992434	992490	for	90	xV05	FALSE
Pf3D7_11_v3	1009858	1010036	rev	0	xV04	FALSE
Pf3D7_11_v3	1009858	1010036	rev	107	xV02	FALSE
Pf3D7_11_v3	1009858	1010036	rev	157	xV06	FALSE
Pf3D7_11_v3	1009858	1010036	rev	18	xV01	FALSE
Pf3D7_11_v3	1009858	1010036	rev	33	xV03	FALSE
Pf3D7_11_v3	1009858	1010036	rev	50	xV05	FALSE
Pf3D7_11_v3	1018964	1019067	rev	1005	xV06	FALSE
Pf3D7_11_v3	1018964	1019067	rev	244	xV05	FALSE
Pf3D7_11_v3	1018964	1019067	rev	438	xV04	FALSE
Pf3D7_11_v3	1018964	1019067	rev	666	xV02	FALSE
Pf3D7_11_v3	1018964	1019067	rev	691	xV03	FALSE
Pf3D7_11_v3	1018964	1019067	rev	810	xV01	FALSE
Pf3D7_11_v3	1037945	1038075	rev	1100	xV06	FALSE
Pf3D7_11_v3	1037945	1038075	rev	1847	xV03	FALSE
Pf3D7_11_v3	1037945	1038075	rev	435	xV04	FALSE
Pf3D7_11_v3	1037945	1038075	rev	499	xV05	FALSE
Pf3D7_11_v3	1037945	1038075	rev	609	xV01	FALSE
Pf3D7_11_v3	1037945	1038075	rev	698	xV02	FALSE
Pf3D7_11_v3	1100229	1100269	rev	11	xV01	FALSE
Pf3D7_11_v3	1100229	1100269	rev	131	xV02	FALSE
Pf3D7_11_v3	1100229	1100269	rev	166	xV06	FALSE
Pf3D7_11_v3	1100229	1100269	rev	181	xV05	FALSE
Pf3D7_11_v3	1100229	1100269	rev	38	xV04	FALSE
Pf3D7_11_v3	1100229	1100269	rev	78	xV03	FALSE
Pf3D7_11_v3	1120256	1120425	for	11	xV03	FALSE
Pf3D7_11_v3	1120256	1120425	for	12	xV02	FALSE
Pf3D7_11_v3	1120256	1120425	for	14	xV04	FALSE
Pf3D7_11_v3	1120256	1120425	for	77	xV05	FALSE
Pf3D7_11_v3	1120256	1120425	for	94	xV06	FALSE
Pf3D7_11_v3	1120256	1120425	for	9	xV01	FALSE
Pf3D7_11_v3	1126101	1126116	for	0	xV01	FALSE
Pf3D7_11_v3	1126101	1126116	for	0	xV05	FALSE
Pf3D7_11_v3	1126101	1126116	for	0	xV06	FALSE
Pf3D7_11_v3	1126101	1126116	for	20	xV03	FALSE
Pf3D7_11_v3	1126101	1126116	for	53	xV02	FALSE
Pf3D7_11_v3	1126101	1126116	for	8	xV04	FALSE
Pf3D7_11_v3	115505	115665	rev	124	xV03	FALSE
Pf3D7_11_v3	115505	115665	rev	165	xV04	FALSE
Pf3D7_11_v3	115505	115665	rev	276	xV02	FALSE
Pf3D7_11_v3	115505	115665	rev	280	xV06	FALSE
Pf3D7_11_v3	115505	115665	rev	308	xV05	FALSE
Pf3D7_11_v3	115505	115665	rev	38	xV01	FALSE
Pf3D7_11_v3	119496	119685	rev	0	xV01	FALSE
Pf3D7_11_v3	119496	119685	rev	0	xV05	FALSE
Pf3D7_11_v3	119496	119685	rev	0	xV06	FALSE
Pf3D7_11_v3	119496	119685	rev	35	xV03	FALSE
Pf3D7_11_v3	119496	119685	rev	40	xV02	FALSE
Pf3D7_11_v3	119496	119685	rev	92	xV04	FALSE
Pf3D7_11_v3	124030	124158	rev	0	xV06	FALSE
Pf3D7_11_v3	124030	124158	rev	132	xV01	FALSE
Pf3D7_11_v3	124030	124158	rev	194	xV02	FALSE
Pf3D7_11_v3	124030	124158	rev	2	xV04	FALSE
Pf3D7_11_v3	124030	124158	rev	30	xV05	FALSE
Pf3D7_11_v3	124030	124158	rev	62	xV03	FALSE
Pf3D7_11_v3	1315022	1315200	for	0	xV01	FALSE
Pf3D7_11_v3	1315022	1315200	for	0	xV04	FALSE
Pf3D7_11_v3	1315022	1315200	for	11	xV02	FALSE
Pf3D7_11_v3	1315022	1315200	for	1	xV05	FALSE
Pf3D7_11_v3	1315022	1315200	for	50	xV06	FALSE
Pf3D7_11_v3	1315022	1315200	for	94	xV03	FALSE
Pf3D7_11_v3	1376188	1376369	rev	0	xV04	FALSE
Pf3D7_11_v3	1376188	1376369	rev	0	xV05	FALSE
Pf3D7_11_v3	1376188	1376369	rev	195	xV06	FALSE
Pf3D7_11_v3	1376188	1376369	rev	20	xV01	FALSE
Pf3D7_11_v3	1376188	1376369	rev	95	xV02	FALSE
Pf3D7_11_v3	1376188	1376369	rev	98	xV03	FALSE
Pf3D7_11_v3	1552473	1552620	for	126	xV04	FALSE
Pf3D7_11_v3	1552473	1552620	for	160	xV05	FALSE
Pf3D7_11_v3	1552473	1552620	for	212	xV02	FALSE
Pf3D7_11_v3	1552473	1552620	for	28	xV06	FALSE
Pf3D7_11_v3	1552473	1552620	for	59	xV03	FALSE
Pf3D7_11_v3	1552473	1552620	for	62	xV01	FALSE
Pf3D7_11_v3	1640554	1640683	rev	115	xV03	FALSE
Pf3D7_11_v3	1640554	1640683	rev	140	xV04	FALSE
Pf3D7_11_v3	1640554	1640683	rev	143	xV05	FALSE
Pf3D7_11_v3	1640554	1640683	rev	274	xV01	FALSE
Pf3D7_11_v3	1640554	1640683	rev	386	xV02	FALSE
Pf3D7_11_v3	1640554	1640683	rev	73	xV06	FALSE
Pf3D7_11_v3	1659749	1659915	rev	1400	xV04	FALSE
Pf3D7_11_v3	1659749	1659915	rev	1666	xV05	FALSE
Pf3D7_11_v3	1659749	1659915	rev	2024	xV01	FALSE
Pf3D7_11_v3	1659749	1659915	rev	2066	xV02	FALSE
Pf3D7_11_v3	1659749	1659915	rev	2478	xV03	FALSE
Pf3D7_11_v3	1659749	1659915	rev	3092	xV06	FALSE
Pf3D7_11_v3	1737664	1737726	rev	1084	xV04	FALSE
Pf3D7_11_v3	1737664	1737726	rev	1237	xV05	FALSE
Pf3D7_11_v3	1737664	1737726	rev	1586	xV02	FALSE
Pf3D7_11_v3	1737664	1737726	rev	1839	xV03	FALSE
Pf3D7_11_v3	1737664	1737726	rev	1867	xV01	FALSE
Pf3D7_11_v3	1737664	1737726	rev	2773	xV06	FALSE
Pf3D7_11_v3	1750880	1750995	for	0	xV04	FALSE
Pf3D7_11_v3	1750880	1750995	for	120	xV06	FALSE
Pf3D7_11_v3	1750880	1750995	for	4	xV01	FALSE
Pf3D7_11_v3	1750880	1750995	for	60	xV02	FALSE
Pf3D7_11_v3	1750880	1750995	for	6	xV03	FALSE
Pf3D7_11_v3	1750880	1750995	for	7	xV05	FALSE
Pf3D7_11_v3	1815384	1815416	rev	1459	xV03	FALSE
Pf3D7_11_v3	1815384	1815416	rev	1737	xV01	FALSE
Pf3D7_11_v3	1815384	1815416	rev	1932	xV02	FALSE
Pf3D7_11_v3	1815384	1815416	rev	239	xV04	FALSE
Pf3D7_11_v3	1815384	1815416	rev	739	xV05	FALSE
Pf3D7_11_v3	1815384	1815416	rev	879	xV06	FALSE
Pf3D7_11_v3	1816228	1816410	rev	1195	xV06	FALSE
Pf3D7_11_v3	1816228	1816410	rev	2308	xV01	FALSE
Pf3D7_11_v3	1816228	1816410	rev	238	xV05	FALSE
Pf3D7_11_v3	1816228	1816410	rev	2745	xV02	FALSE
Pf3D7_11_v3	1816228	1816410	rev	573	xV03	FALSE
Pf3D7_11_v3	1816228	1816410	rev	577	xV04	FALSE
Pf3D7_11_v3	1890318	1890437	rev	151	xV02	FALSE
Pf3D7_11_v3	1890318	1890437	rev	216	xV01	FALSE
Pf3D7_11_v3	1890318	1890437	rev	23	xV04	FALSE
Pf3D7_11_v3	1890318	1890437	rev	31	xV05	FALSE
Pf3D7_11_v3	1890318	1890437	rev	44	xV06	FALSE
Pf3D7_11_v3	1890318	1890437	rev	70	xV03	FALSE
Pf3D7_11_v3	242609	242610	rev	0	xV04	FALSE
Pf3D7_11_v3	242609	242610	rev	0	xV05	FALSE
Pf3D7_11_v3	242609	242610	rev	19	xV01	FALSE
Pf3D7_11_v3	242609	242610	rev	46	xV06	FALSE
Pf3D7_11_v3	242609	242610	rev	54	xV03	FALSE
Pf3D7_11_v3	242609	242610	rev	6	xV02	FALSE
Pf3D7_11_v3	286444	286619	for	101	xV02	FALSE
Pf3D7_11_v3	286444	286619	for	119	xV06	FALSE
Pf3D7_11_v3	286444	286619	for	136	xV03	FALSE
Pf3D7_11_v3	286444	286619	for	21	xV04	FALSE
Pf3D7_11_v3	286444	286619	for	55	xV05	FALSE
Pf3D7_11_v3	286444	286619	for	66	xV01	FALSE
Pf3D7_11_v3	494650	494717	for	169	xV05	FALSE
