chr	start	end	count
Pf3D7_06_v3	624001	625001	2349
Pf3D7_06_v3	627001	628001	920
Pf3D7_06_v3	630001	631001	1402
Pf3D7_06_v3	633001	634001	635
Pf3D7_06_v3	636001	637001	621
Pf3D7_06_v3	639001	640001	562
Pf3D7_06_v3	642001	643001	551
Pf3D7_06_v3	645001	646001	248
Pf3D7_06_v3	648001	649001	613
Pf3D7_06_v3	651001	652001	560
Pf3D7_06_v3	654001	655001	220
Pf3D7_06_v3	657001	658001	260
Pf3D7_06_v3	660001	661001	1280
Pf3D7_06_v3	663001	664001	1263
Pf3D7_06_v3	666001	667001	1020
Pf3D7_06_v3	669001	670001	248
Pf3D7_06_v3	672001	673001	87
Pf3D7_06_v3	675001	676001	145
Pf3D7_06_v3	678001	679001	265
Pf3D7_06_v3	681001	682001	644
Pf3D7_06_v3	684001	685001	994
Pf3D7_06_v3	687001	688001	1194
Pf3D7_06_v3	690001	691001	2026
Pf3D7_06_v3	693001	694001	770
Pf3D7_06_v3	696001	697001	124
Pf3D7_06_v3	699001	700001	104
Pf3D7_06_v3	702001	703001	161
Pf3D7_06_v3	705001	706001	213
Pf3D7_06_v3	708001	709001	113
Pf3D7_06_v3	711001	712001	378
Pf3D7_06_v3	714001	715001	732
Pf3D7_06_v3	717001	718001	158
Pf3D7_06_v3	720001	721001	249
Pf3D7_06_v3	723001	724001	207
Pf3D7_06_v3	726001	727001	165
Pf3D7_06_v3	729001	730001	0
Pf3D7_06_v3	732001	733001	2
Pf3D7_06_v3	735001	736001	47
Pf3D7_06_v3	738001	739001	0
Pf3D7_06_v3	741001	742001	5
Pf3D7_06_v3	744001	745001	67
Pf3D7_06_v3	747001	748001	164
Pf3D7_06_v3	750001	751001	130
Pf3D7_06_v3	753001	754001	115
Pf3D7_06_v3	756001	757001	175
Pf3D7_06_v3	759001	760001	443
Pf3D7_06_v3	762001	763001	643
Pf3D7_06_v3	765001	766001	311
Pf3D7_06_v3	768001	769001	105
Pf3D7_06_v3	771001	772001	112
Pf3D7_06_v3	774001	775001	150
Pf3D7_06_v3	777001	778001	311
Pf3D7_06_v3	780001	781001	1405
Pf3D7_06_v3	783001	784001	2830
Pf3D7_06_v3	786001	787001	2474
Pf3D7_06_v3	789001	790001	1293
Pf3D7_06_v3	792001	793001	516
Pf3D7_06_v3	795001	796001	234
Pf3D7_06_v3	798001	799001	165
Pf3D7_06_v3	801001	802001	292
Pf3D7_06_v3	804001	805001	650
Pf3D7_06_v3	807001	808001	940
Pf3D7_06_v3	810001	811001	611
Pf3D7_06_v3	813001	814001	403
Pf3D7_06_v3	816001	817001	140
Pf3D7_06_v3	819001	820001	114
Pf3D7_06_v3	822001	823001	383
Pf3D7_06_v3	825001	826001	607
Pf3D7_06_v3	828001	829001	3005
Pf3D7_06_v3	831001	832001	3006
Pf3D7_06_v3	834001	835001	962
Pf3D7_06_v3	837001	838001	460
Pf3D7_06_v3	840001	841001	472
Pf3D7_06_v3	843001	844001	276
Pf3D7_06_v3	846001	847001	297
Pf3D7_06_v3	849001	850001	951
Pf3D7_06_v3	852001	853001	653
Pf3D7_06_v3	855001	856001	233
Pf3D7_06_v3	858001	859001	701
Pf3D7_06_v3	861001	862001	489
Pf3D7_06_v3	864001	865001	332
Pf3D7_06_v3	867001	868001	543
Pf3D7_06_v3	870001	871001	237
Pf3D7_06_v3	873001	874001	91
Pf3D7_06_v3	876001	877001	220
Pf3D7_06_v3	879001	880001	228
Pf3D7_06_v3	882001	883001	283
Pf3D7_06_v3	885001	886001	155
Pf3D7_06_v3	888001	889001	220
Pf3D7_06_v3	891001	892001	110
Pf3D7_06_v3	894001	895001	125
Pf3D7_06_v3	897001	898001	244
Pf3D7_06_v3	900001	901001	788
Pf3D7_06_v3	903001	904001	664
Pf3D7_06_v3	906001	907001	280
Pf3D7_06_v3	909001	910001	289
Pf3D7_06_v3	912001	913001	674
Pf3D7_06_v3	915001	916001	269
Pf3D7_06_v3	918001	919001	146
Pf3D7_06_v3	921001	922001	183
Pf3D7_06_v3	924001	925001	770
Pf3D7_06_v3	927001	928001	1258
Pf3D7_06_v3	930001	931001	1171
Pf3D7_06_v3	933001	934001	827
Pf3D7_06_v3	936001	937001	471
Pf3D7_06_v3	939001	940001	318
Pf3D7_06_v3	942001	943001	172
Pf3D7_06_v3	945001	946001	97
Pf3D7_06_v3	948001	949001	153
Pf3D7_06_v3	951001	952001	239
Pf3D7_06_v3	954001	955001	161
Pf3D7_06_v3	957001	958001	166
Pf3D7_06_v3	960001	961001	729
Pf3D7_06_v3	963001	964001	1156
Pf3D7_06_v3	966001	967001	1402
Pf3D7_06_v3	969001	970001	1612
Pf3D7_06_v3	972001	973001	1280
Pf3D7_06_v3	975001	976001	115
Pf3D7_06_v3	978001	979001	113
Pf3D7_06_v3	981001	982001	77
Pf3D7_06_v3	984001	985001	193
Pf3D7_06_v3	987001	988001	465
Pf3D7_06_v3	990001	991001	414
Pf3D7_06_v3	993001	994001	789
Pf3D7_06_v3	996001	997001	652
Pf3D7_06_v3	999001	1000001	720
Pf3D7_06_v3	1002001	1003001	404
Pf3D7_06_v3	1005001	1006001	479
Pf3D7_06_v3	1008001	1009001	557
Pf3D7_06_v3	1011001	1012001	454
Pf3D7_06_v3	1014001	1015001	363
Pf3D7_06_v3	1017001	1018001	142
Pf3D7_06_v3	1020001	1021001	218
Pf3D7_06_v3	1023001	1024001	378
Pf3D7_06_v3	1026001	1027001	655
Pf3D7_06_v3	1029001	1030001	2832
Pf3D7_06_v3	1032001	1033001	1417
Pf3D7_06_v3	1035001	1036001	488
Pf3D7_06_v3	1038001	1039001	279
Pf3D7_06_v3	1041001	1042001	322
Pf3D7_06_v3	1044001	1045001	321
Pf3D7_06_v3	1047001	1048001	524
Pf3D7_06_v3	1050001	1051001	1124
Pf3D7_06_v3	1053001	1054001	1622
Pf3D7_06_v3	1056001	1057001	921
Pf3D7_06_v3	1059001	1060001	746
Pf3D7_06_v3	1062001	1063001	394
Pf3D7_06_v3	1065001	1066001	118
Pf3D7_06_v3	1068001	1069001	465
Pf3D7_06_v3	1071001	1072001	628
Pf3D7_06_v3	1074001	1075001	505
Pf3D7_06_v3	1077001	1078001	124
Pf3D7_06_v3	1080001	1081001	64
Pf3D7_06_v3	1083001	1084001	112
Pf3D7_06_v3	1086001	1087001	330
Pf3D7_06_v3	1089001	1090001	96
Pf3D7_06_v3	1092001	1093001	463
Pf3D7_06_v3	1095001	1096001	380
Pf3D7_06_v3	1098001	1099001	270
Pf3D7_06_v3	1101001	1102001	165
Pf3D7_06_v3	1104001	1105001	103
Pf3D7_06_v3	1107001	1108001	183
Pf3D7_06_v3	1110001	1111001	88
Pf3D7_06_v3	1113001	1114001	104
Pf3D7_06_v3	1116001	1117001	159
Pf3D7_06_v3	1119001	1120001	160
Pf3D7_06_v3	1122001	1123001	228
Pf3D7_06_v3	1125001	1126001	150
Pf3D7_06_v3	1128001	1129001	65
Pf3D7_06_v3	1131001	1132001	58
Pf3D7_06_v3	1134001	1135001	96
Pf3D7_06_v3	1137001	1138001	76
Pf3D7_06_v3	1140001	1141001	55
Pf3D7_06_v3	1143001	1144001	73
Pf3D7_06_v3	1146001	1147001	57
Pf3D7_06_v3	1149001	1150001	115
Pf3D7_06_v3	1152001	1153001	142
Pf3D7_06_v3	1155001	1156001	163
Pf3D7_06_v3	1158001	1159001	229
Pf3D7_06_v3	1161001	1162001	212
Pf3D7_06_v3	1164001	1165001	434
Pf3D7_06_v3	1167001	1168001	448
Pf3D7_06_v3	1170001	1171001	490
Pf3D7_06_v3	1173001	1174001	427
Pf3D7_06_v3	1176001	1177001	871
Pf3D7_06_v3	1179001	1180001	1068
Pf3D7_06_v3	1182001	1183001	600
Pf3D7_06_v3	1185001	1186001	399
Pf3D7_06_v3	1188001	1189001	848
Pf3D7_06_v3	1191001	1192001	520
Pf3D7_06_v3	1194001	1195001	744
Pf3D7_06_v3	1197001	1198001	206
Pf3D7_06_v3	1200001	1201001	162
Pf3D7_06_v3	1203001	1204001	240
Pf3D7_06_v3	1206001	1207001	148
Pf3D7_06_v3	1209001	1210001	212
Pf3D7_06_v3	1212001	1213001	838
Pf3D7_06_v3	1215001	1216001	1150
Pf3D7_06_v3	1218001	1219001	544
Pf3D7_06_v3	1221001	1222001	594
Pf3D7_06_v3	1224001	1225001	712
Pf3D7_06_v3	1227001	1228001	521
Pf3D7_06_v3	1230001	1231001	262
Pf3D7_06_v3	1233001	1234001	324
Pf3D7_06_v3	1236001	1237001	405
Pf3D7_06_v3	1239001	1240001	1195
Pf3D7_06_v3	1242001	1243001	1982
Pf3D7_06_v3	1245001	1246001	1280
Pf3D7_06_v3	1248001	1249001	429
Pf3D7_06_v3	1251001	1252001	229
Pf3D7_06_v3	1254001	1255001	194
Pf3D7_06_v3	1257001	1258001	282
Pf3D7_06_v3	1260001	1261001	181
Pf3D7_06_v3	1263001	1264001	406
Pf3D7_06_v3	1266001	1267001	224
Pf3D7_06_v3	1269001	1270001	150
Pf3D7_06_v3	1272001	1273001	251
Pf3D7_06_v3	1275001	1276001	443
Pf3D7_06_v3	1278001	1279001	288
Pf3D7_06_v3	1281001	1282001	230
Pf3D7_06_v3	1284001	1285001	631
Pf3D7_06_v3	1287001	1288001	529
Pf3D7_06_v3	1290001	1291001	627
Pf3D7_06_v3	1293001	1294001	1383
Pf3D7_06_v3	1296001	1297001	342
Pf3D7_06_v3	1299001	1300001	482
Pf3D7_06_v3	1302001	1303001	155
Pf3D7_06_v3	1305001	1306001	2
Pf3D7_06_v3	1308001	1309001	1
Pf3D7_06_v3	1311001	1312001	0
Pf3D7_06_v3	1314001	1315001	14
Pf3D7_06_v3	1317001	1318001	104
Pf3D7_06_v3	1320001	1321001	122
Pf3D7_06_v3	1323001	1324001	130
Pf3D7_06_v3	1326001	1327001	80
Pf3D7_06_v3	1329001	1330001	48
Pf3D7_06_v3	1332001	1333001	29
Pf3D7_06_v3	1335001	1336001	15
Pf3D7_06_v3	1338001	1339001	17
Pf3D7_06_v3	1341001	1342001	5
Pf3D7_06_v3	1344001	1345001	18
Pf3D7_06_v3	1347001	1348001	89
Pf3D7_06_v3	1350001	1351001	22
Pf3D7_06_v3	1353001	1354001	39
Pf3D7_06_v3	1356001	1357001	158
Pf3D7_06_v3	1359001	1360001	2
Pf3D7_06_v3	1362001	1363001	0
Pf3D7_06_v3	1365001	1366001	0
Pf3D7_06_v3	1368001	1369001	4
Pf3D7_06_v3	1371001	1372001	68
Pf3D7_06_v3	1374001	1375001	46
Pf3D7_06_v3	1377001	1378001	188
Pf3D7_06_v3	1380001	1381001	2
Pf3D7_06_v3	1383001	1384001	1
Pf3D7_06_v3	1386001	1387001	1
Pf3D7_06_v3	1389001	1390001	0
Pf3D7_06_v3	1392001	1393001	0
Pf3D7_06_v3	1395001	1396001	0
Pf3D7_06_v3	1398001	1399001	0
Pf3D7_06_v3	1401001	1402001	0
Pf3D7_06_v3	1404001	1405001	0
Pf3D7_06_v3	1407001	1408001	2
Pf3D7_06_v3	1410001	1411001	0
Pf3D7_06_v3	1413001	1414001	0
Pf3D7_06_v3	1416001	1417001	2
Pf3D7_06_v3	1418242	1419242	0
Pf3D7_07_v3	1	1001	0
Pf3D7_07_v3	3001	4001	0
Pf3D7_07_v3	6001	7001	2
Pf3D7_07_v3	9001	10001	1
Pf3D7_07_v3	12001	13001	0
Pf3D7_07_v3	15001	16001	0
Pf3D7_07_v3	18001	19001	0
Pf3D7_07_v3	21001	22001	8
Pf3D7_07_v3	24001	25001	1
Pf3D7_07_v3	27001	28001	13
Pf3D7_07_v3	30001	31001	81
Pf3D7_07_v3	33001	34001	30
Pf3D7_07_v3	36001	37001	31
Pf3D7_07_v3	39001	40001	6
Pf3D7_07_v3	42001	43001	40
Pf3D7_07_v3	45001	46001	8
Pf3D7_07_v3	48001	49001	97
Pf3D7_07_v3	51001	52001	71
Pf3D7_07_v3	54001	55001	96
Pf3D7_07_v3	57001	58001	52
Pf3D7_07_v3	60001	61001	21
Pf3D7_07_v3	63001	64001	30
Pf3D7_07_v3	66001	67001	92
Pf3D7_07_v3	69001	70001	101
Pf3D7_07_v3	72001	73001	97
Pf3D7_07_v3	75001	76001	97
Pf3D7_07_v3	78001	79001	47
Pf3D7_07_v3	81001	82001	113
Pf3D7_07_v3	84001	85001	143
Pf3D7_07_v3	87001	88001	176
Pf3D7_07_v3	90001	91001	159
Pf3D7_07_v3	93001	94001	295
Pf3D7_07_v3	96001	97001	129
Pf3D7_07_v3	99001	100001	846
Pf3D7_07_v3	102001	103001	604
Pf3D7_07_v3	105001	106001	405
Pf3D7_07_v3	108001	109001	402
Pf3D7_07_v3	111001	112001	174
Pf3D7_07_v3	114001	115001	118
Pf3D7_07_v3	117001	118001	247
Pf3D7_07_v3	120001	121001	788
Pf3D7_07_v3	123001	124001	526
Pf3D7_07_v3	126001	127001	376
Pf3D7_07_v3	129001	130001	245
Pf3D7_07_v3	132001	133001	373
Pf3D7_07_v3	135001	136001	171
Pf3D7_07_v3	138001	139001	962
Pf3D7_07_v3	141001	142001	707
Pf3D7_07_v3	144001	145001	260
Pf3D7_07_v3	147001	148001	259
Pf3D7_07_v3	150001	151001	404
Pf3D7_07_v3	153001	154001	1352
Pf3D7_07_v3	156001	157001	1340
Pf3D7_07_v3	159001	160001	1182
Pf3D7_07_v3	162001	163001	902
Pf3D7_07_v3	165001	166001	821
Pf3D7_07_v3	168001	169001	584
Pf3D7_07_v3	171001	172001	1088
Pf3D7_07_v3	174001	175001	703
Pf3D7_07_v3	177001	178001	802
Pf3D7_07_v3	180001	181001	353
Pf3D7_07_v3	183001	184001	1155
Pf3D7_07_v3	186001	187001	1034
Pf3D7_07_v3	189001	190001	1585
Pf3D7_07_v3	192001	193001	2411
Pf3D7_07_v3	195001	196001	918
Pf3D7_07_v3	198001	199001	137
Pf3D7_07_v3	201001	202001	350
Pf3D7_07_v3	204001	205001	258
Pf3D7_07_v3	207001	208001	392
Pf3D7_07_v3	210001	211001	906
Pf3D7_07_v3	213001	214001	821
Pf3D7_07_v3	216001	217001	213
Pf3D7_07_v3	219001	220001	282
Pf3D7_07_v3	222001	223001	382
Pf3D7_07_v3	225001	226001	394
Pf3D7_07_v3	228001	229001	329
Pf3D7_07_v3	231001	232001	255
Pf3D7_07_v3	234001	235001	269
Pf3D7_07_v3	237001	238001	445
Pf3D7_07_v3	240001	241001	447
Pf3D7_07_v3	243001	244001	189
Pf3D7_07_v3	246001	247001	243
Pf3D7_07_v3	249001	250001	256
Pf3D7_07_v3	252001	253001	130
Pf3D7_07_v3	255001	256001	270
Pf3D7_07_v3	258001	259001	726
Pf3D7_07_v3	261001	262001	1233
Pf3D7_07_v3	264001	265001	519
Pf3D7_07_v3	267001	268001	224
Pf3D7_07_v3	270001	271001	115
Pf3D7_07_v3	273001	274001	310
Pf3D7_07_v3	276001	277001	480
Pf3D7_07_v3	279001	280001	672
Pf3D7_07_v3	282001	283001	338
Pf3D7_07_v3	285001	286001	392
Pf3D7_07_v3	288001	289001	125
Pf3D7_07_v3	291001	292001	108
Pf3D7_07_v3	294001	295001	74
Pf3D7_07_v3	297001	298001	295
Pf3D7_07_v3	300001	301001	369
Pf3D7_07_v3	303001	304001	481
Pf3D7_07_v3	306001	307001	383
Pf3D7_07_v3	309001	310001	461
Pf3D7_07_v3	312001	313001	3945
Pf3D7_07_v3	315001	316001	2983
Pf3D7_07_v3	318001	319001	157
Pf3D7_07_v3	321001	322001	316
Pf3D7_07_v3	324001	325001	379
Pf3D7_07_v3	327001	328001	352
Pf3D7_07_v3	330001	331001	178
Pf3D7_07_v3	333001	334001	456
Pf3D7_07_v3	336001	337001	377
Pf3D7_07_v3	339001	340001	126
Pf3D7_07_v3	342001	343001	212
Pf3D7_07_v3	345001	346001	165
Pf3D7_07_v3	348001	349001	216
Pf3D7_07_v3	351001	352001	752
Pf3D7_07_v3	354001	355001	401
Pf3D7_07_v3	357001	358001	258
Pf3D7_07_v3	360001	361001	1186
Pf3D7_07_v3	363001	364001	550
Pf3D7_07_v3	366001	367001	348
Pf3D7_07_v3	369001	370001	165
Pf3D7_07_v3	372001	373001	259
Pf3D7_07_v3	375001	376001	243
Pf3D7_07_v3	378001	379001	487
Pf3D7_07_v3	381001	382001	182
Pf3D7_07_v3	384001	385001	275
Pf3D7_07_v3	387001	388001	401
Pf3D7_07_v3	390001	391001	303
Pf3D7_07_v3	393001	394001	164
Pf3D7_07_v3	396001	397001	122
Pf3D7_07_v3	399001	400001	419
Pf3D7_07_v3	402001	403001	450
Pf3D7_07_v3	405001	406001	205
Pf3D7_07_v3	408001	409001	71
Pf3D7_07_v3	411001	412001	89
Pf3D7_07_v3	414001	415001	146
Pf3D7_07_v3	417001	418001	558
Pf3D7_07_v3	420001	421001	346
Pf3D7_07_v3	423001	424001	153
Pf3D7_07_v3	426001	427001	259
Pf3D7_07_v3	429001	430001	127
Pf3D7_07_v3	432001	433001	258
Pf3D7_07_v3	435001	436001	219
Pf3D7_07_v3	438001	439001	111
Pf3D7_07_v3	441001	442001	259
Pf3D7_07_v3	444001	445001	280
Pf3D7_07_v3	447001	448001	170
Pf3D7_07_v3	450001	451001	278
Pf3D7_07_v3	453001	454001	320
Pf3D7_07_v3	456001	457001	373
Pf3D7_07_v3	459001	460001	529
Pf3D7_07_v3	462001	463001	624
Pf3D7_07_v3	465001	466001	430
Pf3D7_07_v3	468001	469001	107
Pf3D7_07_v3	471001	472001	41
Pf3D7_07_v3	474001	475001	147
Pf3D7_07_v3	477001	478001	594
Pf3D7_07_v3	480001	481001	550
Pf3D7_07_v3	483001	484001	625
Pf3D7_07_v3	486001	487001	464
Pf3D7_07_v3	489001	490001	699
Pf3D7_07_v3	492001	493001	786
Pf3D7_07_v3	495001	496001	676
Pf3D7_07_v3	498001	499001	1201
Pf3D7_07_v3	501001	502001	655
Pf3D7_07_v3	504001	505001	510
Pf3D7_07_v3	507001	508001	271
Pf3D7_07_v3	510001	511001	168
Pf3D7_07_v3	513001	514001	94
Pf3D7_07_v3	516001	517001	37
Pf3D7_07_v3	519001	520001	0
Pf3D7_07_v3	522001	523001	6
Pf3D7_07_v3	525001	526001	115
Pf3D7_07_v3	528001	529001	61
Pf3D7_07_v3	531001	532001	24
Pf3D7_07_v3	534001	535001	0
Pf3D7_07_v3	537001	538001	3
Pf3D7_07_v3	540001	541001	2
Pf3D7_07_v3	543001	544001	3
Pf3D7_07_v3	546001	547001	15
Pf3D7_07_v3	549001	550001	0
Pf3D7_07_v3	552001	553001	30
Pf3D7_07_v3	555001	556001	141
Pf3D7_07_v3	558001	559001	0
Pf3D7_07_v3	561001	562001	49
Pf3D7_07_v3	564001	565001	293
Pf3D7_07_v3	567001	568001	231
Pf3D7_07_v3	570001	571001	99
Pf3D7_07_v3	573001	574001	0
Pf3D7_07_v3	576001	577001	6
Pf3D7_07_v3	579001	580001	12
Pf3D7_07_v3	582001	583001	64
Pf3D7_07_v3	585001	586001	90
Pf3D7_07_v3	588001	589001	0
Pf3D7_07_v3	591001	592001	39
Pf3D7_07_v3	594001	595001	59
Pf3D7_07_v3	597001	598001	1
Pf3D7_07_v3	600001	601001	30
Pf3D7_07_v3	603001	604001	95
Pf3D7_07_v3	606001	607001	106
Pf3D7_07_v3	609001	610001	183
Pf3D7_07_v3	612001	613001	67
Pf3D7_07_v3	615001	616001	62
Pf3D7_07_v3	618001	619001	163
Pf3D7_07_v3	621001	622001	1063
Pf3D7_07_v3	624001	625001	1671
Pf3D7_07_v3	627001	628001	1868
Pf3D7_07_v3	630001	631001	3615
Pf3D7_07_v3	633001	634001	1901
Pf3D7_07_v3	636001	637001	1130
Pf3D7_07_v3	639001	640001	658
Pf3D7_07_v3	642001	643001	432
Pf3D7_07_v3	645001	646001	328
Pf3D7_07_v3	648001	649001	434
Pf3D7_07_v3	651001	652001	288
Pf3D7_07_v3	654001	655001	1012
Pf3D7_07_v3	657001	658001	814
Pf3D7_07_v3	660001	661001	989
Pf3D7_07_v3	663001	664001	1342
Pf3D7_07_v3	666001	667001	768
Pf3D7_07_v3	669001	670001	689
Pf3D7_07_v3	672001	673001	149
Pf3D7_07_v3	675001	676001	90
Pf3D7_07_v3	678001	679001	225
Pf3D7_07_v3	681001	682001	442
Pf3D7_07_v3	684001	685001	437
Pf3D7_07_v3	687001	688001	578
Pf3D7_07_v3	690001	691001	205
Pf3D7_07_v3	693001	694001	160
Pf3D7_07_v3	696001	697001	112
Pf3D7_07_v3	699001	700001	185
Pf3D7_07_v3	702001	703001	563
Pf3D7_07_v3	705001	706001	697
Pf3D7_07_v3	708001	709001	815
Pf3D7_07_v3	711001	712001	473
Pf3D7_07_v3	714001	715001	317
Pf3D7_07_v3	717001	718001	569
Pf3D7_07_v3	720001	721001	971
Pf3D7_07_v3	723001	724001	689
Pf3D7_07_v3	726001	727001	268
Pf3D7_07_v3	729001	730001	246
Pf3D7_07_v3	732001	733001	140
Pf3D7_07_v3	735001	736001	99
Pf3D7_07_v3	738001	739001	150
Pf3D7_07_v3	741001	742001	77
Pf3D7_07_v3	744001	745001	101
Pf3D7_07_v3	747001	748001	132
Pf3D7_07_v3	750001	751001	99
Pf3D7_07_v3	753001	754001	240
Pf3D7_07_v3	756001	757001	295
Pf3D7_07_v3	759001	760001	444
Pf3D7_07_v3	762001	763001	568
Pf3D7_07_v3	765001	766001	546
Pf3D7_07_v3	768001	769001	524
Pf3D7_07_v3	771001	772001	325
Pf3D7_07_v3	774001	775001	342
Pf3D7_07_v3	777001	778001	189
Pf3D7_07_v3	780001	781001	227
Pf3D7_07_v3	783001	784001	177
Pf3D7_07_v3	786001	787001	167
Pf3D7_07_v3	789001	790001	257
Pf3D7_07_v3	792001	793001	257
Pf3D7_07_v3	795001	796001	188
Pf3D7_07_v3	798001	799001	146
Pf3D7_07_v3	801001	802001	120
Pf3D7_07_v3	804001	805001	91
Pf3D7_07_v3	807001	808001	58
Pf3D7_07_v3	810001	811001	27
Pf3D7_07_v3	813001	814001	13
Pf3D7_07_v3	816001	817001	20
Pf3D7_07_v3	819001	820001	31
Pf3D7_07_v3	822001	823001	64
Pf3D7_07_v3	825001	826001	87
Pf3D7_07_v3	828001	829001	163
Pf3D7_07_v3	831001	832001	317
Pf3D7_07_v3	834001	835001	266
Pf3D7_07_v3	837001	838001	104
Pf3D7_07_v3	840001	841001	100
Pf3D7_07_v3	843001	844001	176
Pf3D7_07_v3	846001	847001	278
Pf3D7_07_v3	849001	850001	1567
Pf3D7_07_v3	852001	853001	2150
Pf3D7_07_v3	855001	856001	593
Pf3D7_07_v3	858001	859001	297
Pf3D7_07_v3	861001	862001	101
Pf3D7_07_v3	864001	865001	141
Pf3D7_07_v3	867001	868001	156
Pf3D7_07_v3	870001	871001	313
Pf3D7_07_v3	873001	874001	241
Pf3D7_07_v3	876001	877001	430
Pf3D7_07_v3	879001	880001	229
Pf3D7_07_v3	882001	883001	101
Pf3D7_07_v3	885001	886001	158
Pf3D7_07_v3	888001	889001	137
Pf3D7_07_v3	891001	892001	99
Pf3D7_07_v3	894001	895001	95
Pf3D7_07_v3	897001	898001	255
Pf3D7_07_v3	900001	901001	335
Pf3D7_07_v3	903001	904001	508
Pf3D7_07_v3	906001	907001	483
Pf3D7_07_v3	909001	910001	592
Pf3D7_07_v3	912001	913001	810
Pf3D7_07_v3	915001	916001	1156
Pf3D7_07_v3	918001	919001	555
Pf3D7_07_v3	921001	922001	888
Pf3D7_07_v3	924001	925001	1191
Pf3D7_07_v3	927001	928001	1352
Pf3D7_07_v3	930001	931001	890
Pf3D7_07_v3	933001	934001	818
Pf3D7_07_v3	936001	937001	71
Pf3D7_07_v3	939001	940001	74
Pf3D7_07_v3	942001	943001	152
Pf3D7_07_v3	945001	946001	394
Pf3D7_07_v3	948001	949001	520
Pf3D7_07_v3	951001	952001	506
Pf3D7_07_v3	954001	955001	293
Pf3D7_07_v3	957001	958001	158
Pf3D7_07_v3	960001	961001	204
Pf3D7_07_v3	963001	964001	70
Pf3D7_07_v3	966001	967001	116
Pf3D7_07_v3	969001	970001	117
Pf3D7_07_v3	972001	973001	95
Pf3D7_07_v3	975001	976001	110
Pf3D7_07_v3	978001	979001	167
Pf3D7_07_v3	981001	982001	801
Pf3D7_07_v3	984001	985001	678
Pf3D7_07_v3	987001	988001	414
Pf3D7_07_v3	990001	991001	434
Pf3D7_07_v3	993001	994001	404
Pf3D7_07_v3	996001	997001	273
Pf3D7_07_v3	999001	1000001	712
Pf3D7_07_v3	1002001	1003001	1432
Pf3D7_07_v3	1005001	1006001	2052
Pf3D7_07_v3	1008001	1009001	1180
Pf3D7_07_v3	1011001	1012001	2183
Pf3D7_07_v3	1014001	1015001	1486
Pf3D7_07_v3	1017001	1018001	453
Pf3D7_07_v3	1020001	1021001	362
Pf3D7_07_v3	1023001	1024001	351
Pf3D7_07_v3	1026001	1027001	772
Pf3D7_07_v3	1029001	1030001	4451
Pf3D7_07_v3	1032001	1033001	6617
Pf3D7_07_v3	1035001	1036001	3042
Pf3D7_07_v3	1038001	1039001	1752
Pf3D7_07_v3	1041001	1042001	944
Pf3D7_07_v3	1044001	1045001	766
Pf3D7_07_v3	1047001	1048001	333
Pf3D7_07_v3	1050001	1051001	184
Pf3D7_07_v3	1053001	1054001	95
Pf3D7_07_v3	1056001	1057001	147
Pf3D7_07_v3	1059001	1060001	764
Pf3D7_07_v3	1062001	1063001	1080
Pf3D7_07_v3	1065001	1066001	298
Pf3D7_07_v3	1068001	1069001	374
Pf3D7_07_v3	1071001	1072001	544
Pf3D7_07_v3	1074001	1075001	819
Pf3D7_07_v3	1077001	1078001	350
Pf3D7_07_v3	1080001	1081001	381
Pf3D7_07_v3	1083001	1084001	79
Pf3D7_07_v3	1086001	1087001	1
Pf3D7_07_v3	1089001	1090001	0
Pf3D7_07_v3	1092001	1093001	4
Pf3D7_07_v3	1095001	1096001	41
Pf3D7_07_v3	1098001	1099001	39
Pf3D7_07_v3	1101001	1102001	78
Pf3D7_07_v3	1104001	1105001	251
Pf3D7_07_v3	1107001	1108001	702
Pf3D7_07_v3	1110001	1111001	3351
Pf3D7_07_v3	1113001	1114001	5058
Pf3D7_07_v3	1116001	1117001	3680
Pf3D7_07_v3	1119001	1120001	2509
Pf3D7_07_v3	1122001	1123001	1951
Pf3D7_07_v3	1125001	1126001	755
Pf3D7_07_v3	1128001	1129001	335
Pf3D7_07_v3	1131001	1132001	754
Pf3D7_07_v3	1134001	1135001	364
Pf3D7_07_v3	1137001	1138001	243
Pf3D7_07_v3	1140001	1141001	88
Pf3D7_07_v3	1143001	1144001	507
Pf3D7_07_v3	1146001	1147001	426
Pf3D7_07_v3	1149001	1150001	950
Pf3D7_07_v3	1152001	1153001	609
Pf3D7_07_v3	1155001	1156001	509
Pf3D7_07_v3	1158001	1159001	322
Pf3D7_07_v3	1161001	1162001	246
Pf3D7_07_v3	1164001	1165001	144
Pf3D7_07_v3	1167001	1168001	156
Pf3D7_07_v3	1170001	1171001	496
Pf3D7_07_v3	1173001	1174001	496
Pf3D7_07_v3	1176001	1177001	247
Pf3D7_07_v3	1179001	1180001	458
Pf3D7_07_v3	1182001	1183001	740
Pf3D7_07_v3	1185001	1186001	359
Pf3D7_07_v3	1188001	1189001	1431
Pf3D7_07_v3	1191001	1192001	1568
Pf3D7_07_v3	1194001	1195001	457
Pf3D7_07_v3	1197001	1198001	1066
Pf3D7_07_v3	1200001	1201001	880
Pf3D7_07_v3	1203001	1204001	1032
Pf3D7_07_v3	1206001	1207001	844
Pf3D7_07_v3	1209001	1210001	989
Pf3D7_07_v3	1212001	1213001	567
Pf3D7_07_v3	1215001	1216001	1329
Pf3D7_07_v3	1218001	1219001	476
Pf3D7_07_v3	1221001	1222001	472
